,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.9845185476339083,16.65753144257404,-7.602255504709425,40.027125386201675
validation,0.9862175421629574,17.64798182722904,-7.767507360623936,42.36027514623784
test,-0.025983180180136616,17.653365784859258,-7.757622733377087,42.297308199786826
