,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.7592565599776546,39.2524587231755,56.58825056144473,149.28501435093878
validation,1.8026896747979502,39.248452295637776,56.7986735971433,149.3471117832566
test,0.7243137810690384,39.19901283713626,56.61127492113547,149.04358909506803
