,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.1979608407123843,19.386010607118553,-5.240793329735935,46.627982348896616
validation,1.2008057016503593,19.386823594545422,-5.2518698766395495,46.63667161917652
test,0.06404803834269675,19.385113909331242,-5.277333762736398,46.532467229807565
