,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-0.14199165633660277,17.217039128870322,-5.907887521312948,2.3343931150493645e-05
validation,-0.1402383170628155,17.594232761482782,-5.756448895079615,1.2598211791178422e-05
test,0.002814600415402302,17.767745015256793,-5.720457265169113,2.7410997712870034e-05
