,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-37.56104180410312,50.4979193186861,-46.09455877491849,79.16022254661708
validation,-37.59226228793852,50.59364294819923,-46.287147578583706,79.17303116070336
test,-38.85309788469723,50.49479226767545,-46.068417826190206,79.08147582526192
