,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.7422725436953237,38.876227156676386,53.94113316600196,147.8714951720028
validation,0.775601395389789,38.86271077429112,54.12203711556939,147.89839331142687
test,-0.3041937838305581,38.8233904723099,53.953269152252105,147.62894969973385
