,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,2.7995925484016007,26.281192494572124,-6.415271119328279,63.98989001963879
validation,2.7417521655459955,26.25944240996686,-6.52567787396941,63.91000374779578
test,1.7582432098802225,26.26201847571938,-6.623637670648547,63.771276899503015
