,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,33.30487940117958,35.8887364599149,27.585163282202895,42.39040256386796
validation,33.31106351773661,35.895182487962934,27.62363408230443,42.40803390636133
test,31.20578999400706,35.87780994586829,27.662481702402097,42.085706925149196
