,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,2.793915947681814,36.57306716759717,45.83829258261293,138.9602826747064
validation,2.8321104718949854,36.54955710621109,45.97810262226824,138.94068887364884
test,1.8375766259600996,36.53234107237837,45.89780653933327,138.7652900923311
