,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,34.76466383014218,43.16130303168763,38.949739886817156,66.15674243763922
validation,34.79845630040318,43.1930625111101,38.9389563220579,66.18555200726067
test,33.31133203396446,43.14363304533384,38.88024382222881,66.0217426664221
