,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-0.26571972152346646,18.166979236493077,-9.573740036440933,43.55833592650313
validation,-0.25053224197532276,18.38132596028464,-9.556618109095357,44.03339956271768
test,-0.24058229468249298,18.382304392119085,-9.560534400863133,44.04033942427831
