,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.8430239863658472,18.166979186254466,-9.57380498948872,43.639381303835805
validation,0.8662070731236952,18.381325925180995,-9.556575788045892,44.114630853169835
test,-0.17519955047861682,18.382304358146097,-9.560409308279958,44.04061748439517
