,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,45.48649176885052,50.22938873907731,7.765989910969613,59.751036516170494
validation,45.5183518135123,50.23881947012656,7.795332338402569,59.72705755260781
test,43.49054499384831,50.286916678938766,7.863875693866673,59.53053923839313
