,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.8933831542914268,12.802993461906725,-3.2225736148096797,30.728432529682376
validation,1.9139028590868135,12.807358500191452,-3.2188964178173163,30.76099148687026
test,1.0386210799601554,12.836801039067572,-3.202162749179297,30.731341475819562
