,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.1620708504361994,16.960614146575487,-5.420441686746034,40.769954555867045
validation,1.1701797783359966,17.550343547946138,-5.4760239341648,42.14388937356943
test,0.028975685021516893,17.5372760657499,-5.517119006119323,42.01953715508469
