,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-5.278664418061741,29.922167727492816,-44.477912673769,72.82997475884935
validation,-5.247788516204163,29.939650735308764,-44.463070918721286,72.82395470821406
test,-3.1308244246135097,29.91026223312554,-44.43132109500862,72.57579779464982
