,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-14756.059187036204,14237.511939584147,8756.502502104273,9222.388646655036
validation,-14749.621935804194,14230.112399156795,8758.88087295239,9226.867864721726
test,-14008.835399413741,14226.784592523492,8748.099293659234,8812.715541260854
