,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,3.822927328363885,34.264965045930374,34.37485606382292,130.18534121616943
validation,3.822202630375674,34.29654262401527,33.96268219109739,129.91419722594313
test,2.7115480180134472,34.27510367598158,34.4504667376921,130.06043739437797
