,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,6.391135545178931,19.661440815075228,-7.33268028722287,45.55164124868041
validation,6.399261661104212,19.653923662287216,-7.278630696425662,45.537880384244225
test,5.264641619671561,19.632508796258737,-7.256655474121764,45.35510183549125
