,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.7340086855994582,6.372182051662737,-0.8474405123069543,15.466327965022131
validation,0.7352802397804586,7.837818854849568,-0.982017421618892,18.946979367211465
test,-0.3056211789955391,7.817501328951957,-0.9612823009840464,18.703496620804035
