,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.6818462892744201,12.785708266285253,-0.2037674451403865,30.739163640421857
validation,1.6803331368049266,12.818894313958735,-0.1880435423946167,30.802730689501928
test,0.6461226774570106,12.80300352575286,-0.17101799713114219,30.681920887797325
