,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.8710979506304278,20.50340513504638,-9.394680077294955,49.28966768713254
validation,0.8813078281043305,20.524419495496964,-9.412865065505096,49.34848394156277
test,-0.17169871588510782,20.518462166501156,-9.474498495411098,49.249710422506816
