,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.8730905196092582,10.20032185762092,-3.4351706637191706,24.444183909218026
validation,1.8679349692831204,10.836188187921683,-3.4694358479024063,25.99439358444599
test,1.0081346965674127,10.824821998785803,-3.436875111553036,25.858930820513148
