,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-0.2818427374945014,18.01397394305025,-9.533316068933539,43.29582162597701
validation,-0.05245846539066669,18.438202072613592,-9.336481101024917,44.25734957426105
test,0.013934992903863063,18.313646350724362,-9.173938154429392,44.105167008634574
