,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-65.29340961874406,77.6131474234932,-32.82670852991023,102.23292447811166
validation,-65.26159384337623,77.55378825825562,-33.18028711582645,102.15128066286385
test,-65.33291167178889,77.79647145994053,-31.791702379875858,102.94196723961888
