,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-56.33892934355814,62.59381055805786,-51.54212720074959,62.98995654984185
validation,-56.32815120463782,62.569841233028455,-51.48179075475775,62.94853895109228
test,-57.08575068027773,62.5935343980451,-51.526708910200206,62.94036255022445
