,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.4712300941684564,18.057956747532756,-9.634585489409893,43.36743781101916
validation,1.4823955703789333,18.047045966214633,-9.64115833085613,43.36936958842988
test,0.5763573426047959,18.06596363006691,-9.591339446164174,43.342462655040656
