,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,34.498329250080914,37.9358705850393,33.56507043455062,47.23093907810414
validation,34.492449602712064,37.93062854305615,33.59334289581993,47.245337957894115
test,32.3990893395845,37.90538090612371,33.60258430837803,46.96202800081491
