,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.7721070611957594,12.7082633986956,-1.0889679823210012,30.55192785684337
validation,1.7900589846614554,12.708953113946556,-1.0842563341428406,30.57579546756725
test,0.7777485390713389,12.74914757049074,-1.0474527916105558,30.552372905367857
