,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,3.8163925450476484,24.94585422131549,-15.4262841741874,59.57577632737024
validation,3.8306809238087864,24.95485861769274,-15.406012870193845,59.54296733600959
test,2.696069105685235,24.968576105078295,-15.355777739660715,59.49840556244869
