,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-55.87330071161072,62.534839201077006,-48.31327813329601,64.93438055199832
validation,-55.86809343472232,62.519657319196206,-48.27737834801031,64.95249105112437
test,-56.64440019019651,62.53864052738336,-48.35626977048852,64.91082704231977
