,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.269859257918974,6.796429257786352,-2.6595221781426903,16.476241058672496
validation,1.2653620152231004,7.925737851792404,-2.748162277350669,19.15932524624869
test,0.26486492038519127,7.911294696697248,-2.719362106602924,18.941835843061327
