,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.4069989220491953,27.126531704730024,-6.90975759148871,66.17324045578643
validation,0.42103397536080417,27.13857214232163,-6.9209144639465325,66.16379886453609
test,-0.6096011935298941,27.11367572735113,-6.853534305662336,66.09048239211667
