,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-91.55427820170428,94.81032595546799,-45.35905938211087,93.61408762439741
validation,-91.5795690270352,94.82699747968027,-45.35553526751639,93.69506232072472
test,-91.56470204747109,94.82192598479672,-45.43715163140847,93.7255128637623
