,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.4483885902830578,15.686118035544855,-9.849371416354323,37.60128635516569
validation,1.4527229531802233,15.692585462087086,-9.802639807271113,37.66889454521471
test,0.5542394197024509,15.650677619477648,-9.734907993510717,37.495075765267636
