,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,2.7854148426629637,15.237447336148191,-8.104504070696207,36.31992324979078
validation,2.783811369649426,15.24395550469973,-8.077637850422214,36.38106212917693
test,1.8485850935311108,15.207965058800104,-7.988902170776921,36.208312768334686
