,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,3.7726437644999318,28.203484664238783,-13.986425301711721,68.55446315521932
validation,3.799398038774185,28.212153821439102,-13.939455255805136,68.5272810832888
test,2.651683480206488,28.192409601101136,-13.984786451881654,68.45569278779821
