,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-5.225390468225165,25.068215710747882,-45.336128322198654,60.03394529195346
validation,-5.262490177376942,25.075281134220223,-45.29876221564438,60.05493352778264
test,-3.114559783052292,25.079744366729983,-45.31522032605244,59.794064405566175
