,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-5.25943787761892,27.80732756705109,-13.266959951817336,105.66469321301639
validation,-5.25817289999808,27.849109577613753,-13.508674527117345,105.51028546345161
test,-3.0896835592569367,27.81154153870634,-13.278839191865119,105.26829193589381
