,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,3.8533313322482257,27.10432941379099,-15.20220725494531,64.83251700771363
validation,3.84749978939384,27.122829657403962,-15.29481173060391,64.89617874902149
test,2.7054628772781704,27.120928523693415,-15.324685791386402,64.79893778208573
