,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.7510277175910617,26.970985895628978,-1.2208321182611566,65.80967827440938
validation,0.6978744250325593,26.951355518278003,-1.315003521987009,65.72585434007388
test,-0.34818976336634694,26.97516189026455,-1.3531049448150039,65.62571099155197
