,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.89651952557799,27.221800094709092,-1.6901972066040882,66.38311749735703
validation,1.8342782643913442,27.19992863837278,-1.7842741557303006,66.29700741028495
test,0.9392491195731967,27.2032744124145,-1.8107953286057334,66.15929278574275
