,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.425152850894583,36.71960606160572,45.372651575593494,139.8507933350051
validation,0.4395659323031545,36.746954963606115,45.03124984270781,139.53711269111238
test,-0.5443800716820529,36.734993049591615,45.428186101695836,139.78632276566006
